post_id,timestamp,text,category,sentiment,language,has_link,likes,comments,shares,is_spam
141,2024-08-13 04:03:00,Use code FREESHIP for free shipping on smartwatch.,promotion,negative,de,1,33,6,3,0
789,2023-07-28 06:48:00,Opinion: education reform will impact seniors the most.,politics,neutral,en,0,36,11,9,0
324,2023-08-13 03:03:00,Missed my brother today. 🔥,personal_update,positive,en,1,11,3,3,0
51,2023-02-13 23:55:00,This cat has more confidence than me 🎉,meme_joke,neutral,hi,1,52,15,7,0
715,2025-07-11 12:18:00,Debate tonight on education reform. What are your thoughts?,politics,neutral,es,1,24,6,3,0
4890,2023-04-03 02:59:00,POV: You at 8am meetings 🙌🙌,meme_joke,positive,en,0,94,27,9,0
2841,2024-07-13 17:17:00,Livestream starts at 2pm! Don’t miss the community fair.,event,neutral,fr,0,12,2,1,0
2447,2024-06-26 15:21:00,This cat has more confidence than me 🎉,meme_joke,neutral,en,0,68,16,15,0
4814,2023-10-09 20:35:00,Transfer rumor: M. Khan to Warriors?,sports,positive,de,0,11,2,0,0
4420,2023-06-13 14:22:00,Just had biryani with friends. So good! 🤷,personal_update,positive,fr,0,13,1,3,0
4597,2024-03-08 07:27:00,When you open the fridge and forget why you came: 🔥 #relatable,meme_joke,positive,en,0,38,4,3,0
3016,2023-08-20 17:27:00,Tried vegan for a week—here’s how I feel.,health_wellness,positive,en,1,22,4,2,0
2667,2025-04-21 19:38:00,Use code DEAL50 for free shipping on sneakers.,promotion,negative,en,0,2,0,0,0
407,2024-02-13 20:47:00,The coffee maker design is sleek but camera needs work.,product_feedback,negative,es,0,36,12,2,0
3725,2023-02-13 11:44:00,Latest update on weather alert: authorities confirm new info.,news,neutral,en,0,85,20,16,0
1005,2023-11-02 07:22:00,Missed my dad today. 🤷,personal_update,neutral,en,1,45,6,12,0
3788,2023-06-20 18:04:00,Latest update on weather alert: authorities confirm new info.,news,neutral,fr,1,79,17,9,0
891,2024-02-06 09:19:00,Debate tonight on tax policy. What are your thoughts?,politics,neutral,en,0,18,4,3,0
2412,2024-12-02 17:15:00,FLASH SALE: coffee maker at 15% off. Limited time! #Health,promotion,neutral,es,0,11,1,2,0
2546,2025-04-15 13:35:00,When you open the fridge and forget why you came: 💪 #relatable,meme_joke,positive,en,0,71,16,3,0
4834,2025-07-12 16:53:00,Tough loss for Lions. Refs were wild.,sports,positive,en,1,60,19,15,0
2391,2023-11-01 03:40:00,Opinion: education reform will impact seniors the most.,politics,neutral,es,0,57,9,15,0
3941,2024-05-25 19:37:00,Buy 1 get 1 on all headphones until Tuesday.,promotion,positive,en,0,24,3,5,0
43,2025-03-21 23:57:00,Fact check: claims about tax policy and taxes.,politics,neutral,en,0,53,12,9,0
2831,2024-09-20 11:32:00,Thanks Acme support for resolving my issue fast!,customer_support,negative,fr,0,13,1,0,0
3966,2025-07-27 08:57:00,Join us at the community fair this Monday! Tickets available now. #Sale,event,neutral,es,0,10,3,1,0
304,2025-01-05 07:56:00,"New day, new goals. #LOL 🔥",personal_update,positive,en,0,64,7,13,0
4514,2023-03-16 20:19:00,Latest update on data breach: authorities confirm new info.,news,neutral,en,0,87,22,8,0
3748,2023-10-21 02:34:00,Loving the new Umbrella sneakers! Battery lasts all day.,product_feedback,negative,en,0,15,2,1,0
665,2025-04-12 03:15:00,Photos from book club are up—tag yourself!,event,neutral,en,1,34,6,9,0
1178,2023-09-20 23:54:00,Having trouble logging into my Stark account—any fix?,customer_support,negative,hi,0,6,1,1,0
2677,2025-03-04 00:56:00,Me: I’ll sleep early. Also me at 3am: 😅,meme_joke,neutral,es,0,73,28,9,0
1948,2024-07-16 11:12:00,Report: weather alert could affect seniors.,news,neutral,en,1,25,8,5,0
2502,2024-04-23 17:00:00,Join us at the music festival this Saturday! Tickets available now. #Sports,event,positive,fr,1,25,6,1,0
1474,2023-02-15 22:01:00,Missed my grandma today. 😅,personal_update,positive,en,0,18,2,2,0
3484,2024-01-05 23:30:00,Mental health matters. Take a break. 😀,health_wellness,positive,en,0,81,26,8,0
3521,2023-05-29 16:03:00,When you open the fridge and forget why you came: 🔥 #relatable,meme_joke,neutral,en,0,37,13,9,0
2133,2023-03-25 10:59:00,Latest update on weather alert: authorities confirm new info.,news,negative,en,1,10,2,1,0
1027,2023-12-11 18:31:00,FLASH SALE: laptop at 40% off. Limited time! #Event,promotion,neutral,en,1,29,4,6,0
962,2023-01-04 22:21:00,Tough loss for United. Refs were wild.,sports,negative,es,0,31,6,8,0
2890,2024-03-24 13:38:00,Exclusive: smartwatch bundle for $37!,promotion,negative,de,0,7,2,1,0
3135,2024-02-24 22:45:00,Loving the new Umbrella coffee maker! Battery lasts all day.,product_feedback,positive,de,0,31,7,8,0
2010,2024-09-03 18:31:00,Photos from tech summit are up—tag yourself!,event,positive,de,1,8,3,1,0
2150,2023-03-06 23:18:00,Not impressed with Acme's smartwatch build quality.,product_feedback,positive,hi,0,28,9,6,0
3324,2023-12-04 17:49:00,Transfer rumor: M. Khan to Lions?,sports,neutral,en,0,28,7,7,0
2339,2024-03-28 23:59:00,Not impressed with Initech's laptop build quality.,product_feedback,negative,en,0,10,2,2,0
3889,2025-06-24 05:01:00,Feature request: please add noise cancellation to smartwatch.,product_feedback,neutral,en,1,36,14,2,0
305,2023-06-23 09:10:00,POV: You at 8am meetings 🤷🤷,meme_joke,positive,en,0,32,7,5,0
1441,2024-05-27 15:33:00,"New day, new goals. #Fitness 🤔",personal_update,positive,en,0,59,19,6,0
1497,2024-02-12 00:57:00,Not impressed with Umbrella's coffee maker build quality.,product_feedback,negative,en,0,19,4,1,0
2653,2025-01-26 16:15:00,Feeling happy today! 🥲 #Event,personal_update,positive,en,0,38,5,10,0
2876,2023-01-02 15:12:00,Livestream starts at 8pm! Don’t miss the music festival.,event,neutral,en,0,31,11,5,0
917,2023-01-23 06:06:00,Mental health matters. Take a break. 🙌,health_wellness,positive,en,0,69,16,7,0
4183,2025-01-11 10:50:00,Report: data breach could affect commuters.,news,neutral,en,1,43,5,12,0
3722,2024-03-18 20:35:00,Transfer rumor: L. Chen to Warriors?,sports,negative,es,0,59,16,17,0
2773,2025-04-08 06:51:00,New drop: laptop! Grab yours today.,promotion,negative,en,0,6,1,0,0
1625,2024-12-30 22:22:00,When you open the fridge and forget why you came: 🥲 #relatable,meme_joke,positive,de,0,86,30,15,0
3838,2025-01-03 14:24:00,"New day, new goals. #MondayMotivation 😀",personal_update,neutral,es,0,18,4,2,0
822,2023-09-01 17:36:00,Feeling tired today! 😂 #Event,personal_update,positive,en,0,57,9,14,0
3965,2023-06-23 06:08:00,Photos from charity run are up—tag yourself!,event,neutral,en,1,37,13,3,0
1355,2024-09-15 20:53:00,Mental health matters. Take a break. 😂,health_wellness,positive,en,0,42,13,6,0
4498,2023-10-10 05:31:00,"Hi Umbrella, my order #16711 hasn’t arrived. Please help.",customer_support,neutral,en,0,10,3,0,0
851,2024-06-23 17:23:00,Feature request: please add dark mode to headphones.,product_feedback,neutral,en,0,7,1,2,0
1001,2024-06-09 15:13:00,Feeling tired today! 🔥 #Health,personal_update,positive,en,0,52,8,8,0
3378,2023-04-24 21:10:00,Thanks Globex support for resolving my issue fast!,customer_support,negative,en,0,5,0,1,0
19,2024-12-25 04:27:00,Feeling tired today! 💪 #Tech,personal_update,positive,en,1,51,14,13,0
1638,2023-08-12 22:21:00,Exclusive: headphones bundle for $71!,promotion,positive,de,0,23,6,2,0
1668,2023-09-06 11:47:00,Having trouble logging into my Globex account—any fix?,customer_support,negative,de,0,4,0,0,0
494,2024-10-11 17:05:00,Thanks Initech support for resolving my issue fast!,customer_support,negative,hi,0,19,4,2,0
1348,2023-11-29 14:38:00,Feeling tired today! 😅 #News,personal_update,positive,en,0,22,7,1,0
3728,2024-10-15 20:34:00,Missed my mom today. 🥲,personal_update,positive,de,0,48,8,9,0
4826,2023-11-17 17:56:00,Me: I’ll sleep early. Also me at 3am: 😴,meme_joke,positive,en,0,113,26,17,0
3615,2023-10-13 02:46:00,Just had sushi with friends. So good! 😅,personal_update,positive,en,0,45,13,9,0
3482,2024-10-22 01:00:00,Updating to say sneakers performance improved after patch.,product_feedback,negative,en,0,0,0,0,0
688,2024-07-22 05:11:00,Opinion: tax policy will impact seniors the most.,politics,negative,en,0,12,4,1,0
3732,2024-10-01 12:38:00,Friend: ‘We should work out.’ Us: 😂,meme_joke,positive,en,0,10,2,1,0
1609,2024-06-16 05:45:00,Transfer rumor: A. Singh to United?,sports,positive,en,0,21,6,5,0
4085,2023-10-09 15:45:00,Countdown to community fair: only 9 days left!,event,positive,en,1,28,5,1,0
3403,2023-03-20 13:45:00,Mental health matters. Take a break. 🥲,health_wellness,positive,en,0,17,3,2,0
1010,2025-01-28 04:46:00,Me: I’ll sleep early. Also me at 3am: 🔥,meme_joke,positive,en,0,56,20,13,0
2409,2024-10-01 07:13:00,Tried vegan for a week—here’s how I feel.,health_wellness,positive,de,0,79,27,15,0
1093,2023-01-23 19:19:00,"New day, new goals. #Fitness 💖",personal_update,neutral,fr,0,48,14,13,0
1328,2023-05-31 06:12:00,Rally at Berlin calling for tax policy reform.,politics,neutral,en,1,75,24,22,0
1678,2023-01-27 22:37:00,"New day, new goals. #Sports 😂",personal_update,positive,en,0,30,8,4,0
2000,2024-01-26 08:32:00,In-depth: What policy change means for London.,news,negative,en,0,75,23,15,0
1311,2023-10-05 07:21:00,Lions with an unbelievable win tonight! #LOL,sports,positive,de,0,89,17,6,0
3259,2025-01-15 01:12:00,Countdown to music festival: only 9 days left!,event,positive,hi,0,67,20,17,0
1988,2024-02-08 00:40:00,"Refund request for defective sneakers, DM sent.",customer_support,neutral,es,1,11,3,1,0
3649,2024-10-25 01:37:00,"Refund request for defective headphones, DM sent.",customer_support,neutral,en,0,1,0,0,0
345,2023-09-23 08:01:00,Exclusive: sneakers bundle for $108!,promotion,neutral,hi,0,17,2,3,0
4483,2025-07-02 19:49:00,Updating to say sneakers performance improved after patch.,product_feedback,neutral,hi,0,15,4,2,0
987,2023-12-29 13:08:00,Not impressed with Stark's laptop build quality.,product_feedback,negative,fr,0,30,10,6,0
4545,2024-08-22 11:30:00,Matchday! Lions vs Warriors at 10am. Predictions?,sports,positive,es,0,6,1,1,0
3808,2023-05-13 20:07:00,Latest update on power outage: authorities confirm new info.,news,neutral,en,0,90,34,17,0
4524,2024-10-10 21:37:00,Latest update on data breach: authorities confirm new info.,news,neutral,en,1,118,37,32,0
4003,2024-04-03 02:43:00,Tried low-carb for a week—here’s how I feel.,health_wellness,negative,de,0,47,6,12,0
3092,2024-12-26 23:32:00,Me: I’ll sleep early. Also me at 3am: 😂,meme_joke,positive,en,1,108,32,25,0
3962,2023-10-02 00:32:00,Debate tonight on privacy law. What are your thoughts?,politics,neutral,en,0,18,2,2,0
1143,2025-03-09 02:03:00,"New day, new goals. #Event 🔥",personal_update,positive,hi,0,30,3,5,0
2359,2024-12-11 08:40:00,Use code BUNDLE for free shipping on smartwatch.,promotion,neutral,en,1,18,2,3,0
1199,2024-09-13 13:10:00,Breaking: policy change just happened in Delhi. Details emerging. #Sports,news,neutral,hi,0,25,9,2,0
86,2025-07-04 21:48:00,Feeling excited today! 🤷 #LOL,personal_update,neutral,en,0,41,14,10,0
1519,2023-02-03 02:31:00,Join us at the music festival this Sunday! Tickets available now. #Event,event,positive,es,1,45,6,10,0
517,2025-05-21 10:51:00,Friend: ‘We should work out.’ Us: 😂,meme_joke,neutral,en,1,50,6,13,0
1382,2023-01-14 15:56:00,Just had biryani with friends. So good! 😀,personal_update,neutral,en,1,46,6,2,0
2717,2023-07-03 13:43:00,Mental health matters. Take a break. 💖,health_wellness,negative,es,0,60,15,6,0
3085,2025-06-01 06:29:00,Matchday! Tigers vs Royals at 6pm. Predictions?,sports,positive,fr,0,109,17,15,0
1015,2025-06-16 17:38:00,Weekend vibes at the Mumbai! 🤔,personal_update,neutral,es,0,13,2,3,0
129,2024-04-06 10:39:00,Exclusive: coffee maker bundle for $56!,promotion,positive,en,0,11,4,1,0
1365,2023-07-27 19:38:00,"New day, new goals. #Sale 🥲",personal_update,negative,en,0,30,8,7,0
3624,2025-04-06 21:12:00,Exclusive: coffee maker bundle for $158!,promotion,positive,en,0,4,0,0,0
4971,2023-05-14 23:50:00,"New day, new goals. #Health 😀",personal_update,neutral,en,1,44,8,2,0
892,2024-05-25 19:08:00,Just had paneer tikka with friends. So good! 🤷,personal_update,positive,en,0,39,4,4,0
2794,2025-01-05 17:26:00,Just had tacos with friends. So good! 😴,personal_update,positive,de,0,8,1,2,0
4239,2023-02-22 20:01:00,Not impressed with Acme's smartwatch build quality.,product_feedback,negative,en,0,35,11,2,0
1360,2024-01-15 03:13:00,"New day, new goals. #Sale 🙌",personal_update,positive,de,0,40,13,8,0
308,2025-06-11 13:33:00,Breaking: data breach just happened in Mumbai. Details emerging. #News,news,neutral,en,1,20,3,4,0
1662,2025-04-19 22:24:00,Weekend vibes at the Toronto! 😅,personal_update,positive,es,0,53,15,5,0
2432,2023-10-16 02:53:00,Photos from music festival are up—tag yourself!,event,positive,en,0,10,2,1,0
3935,2025-06-25 09:09:00,"New day, new goals. #LOL 🤷",personal_update,negative,de,0,43,15,7,0
1318,2024-07-06 01:09:00,When you open the fridge and forget why you came: 💖 #relatable,meme_joke,positive,hi,0,34,10,9,0
4304,2025-06-11 07:38:00,Friend: ‘We should work out.’ Us: 😴,meme_joke,positive,fr,1,97,20,23,0
2475,2024-10-15 23:39:00,Livestream starts at 8pm! Don’t miss the book club.,event,positive,en,1,72,17,15,0
2543,2025-05-20 13:29:00,New drop: sneakers! Grab yours today.,promotion,neutral,en,1,14,3,1,0
1247,2025-03-07 22:50:00,The coffee maker design is sleek but camera needs work.,product_feedback,neutral,fr,0,34,10,6,0
1209,2025-03-14 14:23:00,Tough loss for Tigers. Refs were wild.,sports,positive,es,0,13,4,1,0
217,2024-08-26 01:31:00,Livestream starts at 6pm! Don’t miss the book club.,event,positive,de,1,43,9,4,0
4293,2025-04-16 16:56:00,This cat has more confidence than me 🥲,meme_joke,positive,en,1,105,28,30,0
3063,2023-09-16 13:23:00,Debate tonight on privacy law. What are your thoughts?,politics,neutral,de,0,6,1,1,0
1240,2025-07-07 16:15:00,Tough loss for City. Refs were wild.,sports,neutral,en,0,47,5,10,0
2290,2023-03-06 23:28:00,The Globex app keeps crashing after update.,customer_support,neutral,de,0,3,0,0,0
2741,2024-08-01 20:28:00,Weekend vibes at the Delhi! 💖,personal_update,positive,en,0,47,11,3,0
276,2025-05-07 07:31:00,Photos from music festival are up—tag yourself!,event,neutral,fr,0,48,6,13,0
490,2023-08-10 13:56:00,POV: You at 8am meetings 😅😅,meme_joke,positive,hi,0,11,4,1,0
1036,2025-06-02 00:27:00,Missed my mom today. 😀,personal_update,neutral,en,0,17,4,5,0
1230,2023-07-21 16:58:00,When you open the fridge and forget why you came: 💪 #relatable,meme_joke,positive,es,0,156,35,23,0
4586,2024-09-12 20:35:00,Loving the new Initech headphones! Battery lasts all day.,product_feedback,positive,en,1,6,1,0,0
1009,2024-08-28 07:13:00,Not impressed with Initech's sneakers build quality.,product_feedback,negative,en,0,6,1,0,0
4690,2023-02-10 17:52:00,POV: You at 8am meetings 🥲🥲,meme_joke,positive,en,0,52,20,14,0
4027,2024-04-17 14:36:00,Countdown to community fair: only 8 days left!,event,neutral,en,1,83,13,10,0
3183,2024-04-08 13:57:00,"New day, new goals. #Event 😴",personal_update,neutral,hi,0,47,10,11,0
2533,2024-03-21 13:10:00,Public health update: concert announcement cases rising in Berlin.,health_wellness,neutral,hi,0,70,27,20,0
4170,2023-06-03 19:40:00,Just had paneer tikka with friends. So good! 💖,personal_update,neutral,en,0,54,13,12,0
1059,2023-12-31 23:54:00,Buy 1 get 1 on all headphones until Wednesday.,promotion,positive,es,1,43,5,2,1
2167,2024-10-10 09:21:00,Just had biryani with friends. So good! 🤔,personal_update,positive,en,0,65,21,10,0
4579,2025-01-04 11:13:00,Thanks Umbrella support for resolving my issue fast!,customer_support,neutral,en,0,3,0,0,0
282,2024-04-12 02:16:00,The Stark app keeps crashing after update.,customer_support,neutral,es,0,13,3,1,0
3566,2023-01-10 18:19:00,Buy 1 get 1 on all coffee maker until Friday.,promotion,neutral,hi,0,19,5,5,0
1317,2023-08-16 06:27:00,Weekend vibes at the Sydney! 🤔,personal_update,negative,fr,0,50,10,8,0
4979,2023-01-06 06:10:00,Breaking: policy change just happened in Sydney. Details emerging. #LOL,news,neutral,en,0,90,17,22,0
969,2025-03-16 10:24:00,Livestream starts at 2pm! Don’t miss the music festival.,event,neutral,en,1,66,11,9,0
3127,2025-02-21 18:18:00,FLASH SALE: headphones at 70% off. Limited time! #Event,promotion,neutral,en,0,24,7,7,0
3921,2023-05-21 06:17:00,When you open the fridge and forget why you came: 🙌 #relatable,meme_joke,positive,fr,0,136,14,9,0
3167,2023-09-13 15:18:00,Join us at the book club this Sunday! Tickets available now. #Breaking,event,positive,es,0,82,32,23,0
3520,2024-12-30 17:44:00,Loving the new Acme headphones! Battery lasts all day.,product_feedback,neutral,en,0,38,7,9,0
620,2023-08-13 13:27:00,"New day, new goals. #LOL 😀",personal_update,neutral,es,0,12,3,0,0
3347,2025-01-15 15:38:00,Me: I’ll sleep early. Also me at 3am: 🥲,meme_joke,positive,en,0,46,16,13,0
1743,2024-03-21 12:46:00,Weekend vibes at the Sydney! 😀,personal_update,positive,hi,0,72,15,18,0
1391,2024-02-29 03:55:00,The headphones design is sleek but camera needs work.,product_feedback,positive,en,0,12,3,3,0
4051,2024-11-14 18:22:00,Opinion: tax policy will impact commuters the most.,politics,negative,de,1,80,20,20,0
1848,2024-05-21 10:08:00,Weekend vibes at the New York! 😂,personal_update,neutral,de,0,60,22,6,0
1580,2023-06-07 22:46:00,Livestream starts at 6pm! Don’t miss the community fair.,event,negative,de,1,55,14,12,0
1656,2024-07-15 12:39:00,Me: I’ll sleep early. Also me at 3am: 😅,meme_joke,positive,fr,1,149,59,35,0
2353,2024-12-28 13:24:00,Me: I’ll sleep early. Also me at 3am: 🎉,meme_joke,neutral,en,0,115,29,8,0
2213,2025-04-28 01:22:00,Feeling happy today! 💪 #MondayMotivation,personal_update,negative,en,0,3,0,0,0
2021,2023-03-04 03:20:00,Use code FREESHIP for free shipping on smartwatch.,promotion,neutral,es,0,36,10,4,1
4973,2023-08-22 16:42:00,Feeling meh today! 💪 #Tech,personal_update,positive,en,0,6,2,1,0
1957,2025-01-01 22:23:00,Weekend vibes at the Mumbai! 😴,personal_update,positive,es,0,40,13,10,0
1308,2023-02-21 04:01:00,Just had biryani with friends. So good! 😴,personal_update,neutral,en,0,36,5,7,0
2004,2024-10-25 01:14:00,Breaking: concert announcement just happened in Toronto. Details emerging. #Sports,news,neutral,es,1,70,26,20,0
4456,2025-07-31 22:12:00,FLASH SALE: sneakers at 40% off. Limited time! #Tech,promotion,positive,hi,0,59,13,4,0
576,2023-12-15 04:02:00,When you open the fridge and forget why you came: 🎉 #relatable,meme_joke,neutral,hi,0,72,26,15,0
4090,2023-08-21 00:37:00,Tried Mediterranean for a week—here’s how I feel.,health_wellness,neutral,fr,1,39,9,6,0
4320,2024-10-31 18:46:00,Missed my grandma today. 🔥,personal_update,positive,de,0,15,3,2,0
4437,2024-07-18 14:41:00,Countdown to charity run: only 9 days left!,event,positive,en,1,61,13,7,0
1707,2025-07-14 00:53:00,Livestream starts at 8pm! Don’t miss the charity run.,event,neutral,en,0,47,4,2,0
3743,2023-04-26 18:14:00,Join us at the book club this Saturday! Tickets available now. #Event,event,neutral,fr,1,29,8,3,0
3471,2025-04-14 18:49:00,Just had biryani with friends. So good! 😂,personal_update,positive,en,0,75,9,21,0
1281,2023-10-22 02:27:00,Breaking: concert announcement just happened in New York. Details emerging. #Sale,news,neutral,en,0,87,24,23,0
862,2024-07-04 22:29:00,Updating to say coffee maker performance improved after patch.,product_feedback,neutral,en,0,34,10,5,0
4146,2024-03-25 16:51:00,"New day, new goals. #Event 🤷",personal_update,neutral,fr,0,5,1,1,0
1802,2024-11-29 07:17:00,Feeling excited today! 💖 #MondayMotivation,personal_update,negative,fr,0,17,2,2,0
1629,2023-02-12 15:00:00,In-depth: What weather alert means for Delhi.,news,positive,hi,1,121,33,23,0
1994,2023-01-18 21:04:00,Join us at the music festival this Thursday! Tickets available now. #Tech,event,negative,de,0,55,18,6,0
2640,2023-05-10 07:37:00,Photos from community fair are up—tag yourself!,event,neutral,de,0,16,3,2,0
270,2024-06-29 21:56:00,Updating to say coffee maker performance improved after patch.,product_feedback,positive,es,1,29,5,3,0
630,2024-05-15 02:08:00,Weekend vibes at the Toronto! 🥲,personal_update,positive,en,0,34,8,4,0
3082,2024-02-25 16:15:00,FLASH SALE: sneakers at 40% off. Limited time! #Fitness,promotion,positive,en,0,51,6,3,0
2335,2023-05-02 08:59:00,Feature request: please add noise cancellation to coffee maker.,product_feedback,positive,es,1,21,5,5,0
2967,2024-05-12 07:13:00,Weekend vibes at the Mumbai! 😅,personal_update,positive,de,0,8,1,1,0
301,2024-03-30 20:44:00,When you open the fridge and forget why you came: 😴 #relatable,meme_joke,neutral,en,0,86,20,19,0
460,2025-06-21 21:31:00,Just had tacos with friends. So good! 😅,personal_update,neutral,es,1,6,1,0,0
1448,2024-02-18 20:11:00,POV: You at 8am meetings 😂😂,meme_joke,positive,de,0,103,22,7,0
1473,2023-02-23 22:34:00,Exclusive: sneakers bundle for $189!,promotion,positive,en,1,19,6,3,1
2047,2024-06-03 09:57:00,Opinion: tax policy will impact seniors the most.,politics,neutral,en,0,39,9,7,0
4229,2025-02-10 11:55:00,Fact check: claims about education reform and taxes.,politics,neutral,de,0,32,3,9,0
3765,2023-07-08 04:29:00,Friend: ‘We should work out.’ Us: 🥲,meme_joke,positive,en,0,15,1,3,0
2114,2023-11-05 20:48:00,Latest update on market rally: authorities confirm new info.,news,negative,en,1,86,11,13,0
28,2024-01-31 21:50:00,This cat has more confidence than me 🤷,meme_joke,positive,en,0,131,40,33,0
3840,2024-12-02 17:41:00,Starting a 30-day cycling challenge. Who’s in?,health_wellness,neutral,en,0,52,15,10,0
4523,2024-07-30 15:39:00,Matchday! Warriors vs Tigers at 6pm. Predictions?,sports,positive,de,1,22,7,1,0
838,2023-12-22 05:48:00,Photos from music festival are up—tag yourself!,event,positive,de,1,113,39,21,0
3827,2025-01-08 03:27:00,Missed my mom today. 🔥,personal_update,neutral,en,1,44,7,5,0
2009,2023-01-21 08:43:00,Buy 1 get 1 on all headphones until Thursday.,promotion,positive,en,1,60,14,13,0
4908,2024-11-30 07:54:00,Livestream starts at 2pm! Don’t miss the book club.,event,positive,es,0,91,25,7,0
504,2025-06-14 01:33:00,New drop: smartwatch! Grab yours today.,promotion,positive,en,1,5,1,1,0
3207,2025-06-04 20:06:00,"Hi Acme, my order #74190 hasn’t arrived. Please help.",customer_support,negative,de,0,2,0,0,0
4305,2024-12-05 12:44:00,Me: I’ll sleep early. Also me at 3am: 😂,meme_joke,positive,en,0,152,52,28,0
381,2023-01-24 10:39:00,Buy 1 get 1 on all sneakers until Sunday.,promotion,neutral,en,0,8,2,1,0
1852,2023-08-07 09:59:00,Feeling grateful today! 😀 #MondayMotivation,personal_update,positive,en,0,41,6,2,0
1526,2025-06-16 04:39:00,Breaking: power outage just happened in Delhi. Details emerging. #Sports,news,neutral,en,0,30,7,4,0
2366,2023-01-07 12:48:00,Rally at London calling for climate action reform.,politics,neutral,en,0,62,19,14,0
4148,2023-12-21 21:16:00,Matchday! City vs Warriors at 2pm. Predictions?,sports,positive,en,0,26,5,7,0
3053,2023-12-18 04:10:00,Latest update on policy change: authorities confirm new info.,news,neutral,fr,1,30,8,1,0
2885,2023-10-03 03:29:00,Fact check: claims about privacy law and taxes.,politics,neutral,en,0,51,14,9,0
2341,2024-08-30 20:02:00,New drop: coffee maker! Grab yours today.,promotion,negative,es,1,24,5,2,0
375,2023-12-12 21:18:00,Me: I’ll sleep early. Also me at 3am: 🔥,meme_joke,positive,en,1,163,49,18,0
3261,2023-01-20 00:38:00,Lions with an unbelievable win tonight! #Fitness,sports,positive,en,0,17,4,3,0
2382,2024-01-11 12:38:00,Transfer rumor: R. Patel to Warriors?,sports,positive,en,0,85,21,23,0
4310,2023-09-14 21:59:00,Reminder: drink water and stretch today! 💪,health_wellness,positive,es,0,67,13,4,0
940,2024-09-01 12:03:00,Mental health matters. Take a break. 😀,health_wellness,positive,en,1,31,4,7,0
4199,2025-06-02 15:20:00,Breaking: power outage just happened in New York. Details emerging. #Sale,news,neutral,en,0,14,4,4,0
4166,2025-07-27 00:39:00,Join us at the tech summit this Sunday! Tickets available now. #Health,event,positive,en,0,34,6,7,0
2800,2023-12-11 13:15:00,Not impressed with Stark's headphones build quality.,product_feedback,negative,en,0,2,0,0,0
2148,2024-12-21 23:49:00,Mental health matters. Take a break. 🙌,health_wellness,negative,fr,0,46,15,13,0
3818,2025-05-06 05:41:00,Loving the new Umbrella coffee maker! Battery lasts all day.,product_feedback,positive,en,0,36,3,4,0
4541,2024-11-15 21:22:00,Matchday! Tigers vs Royals at 6pm. Predictions?,sports,negative,en,0,64,22,14,0
4217,2024-11-11 11:47:00,Report: weather alert could affect commuters.,news,neutral,en,0,56,17,9,0
2069,2025-06-17 10:01:00,Reminder: drink water and stretch today! 😂,health_wellness,negative,en,0,11,3,2,0
530,2024-09-17 22:46:00,Having trouble logging into my Umbrella account—any fix?,customer_support,negative,en,0,18,6,4,0
4605,2024-06-15 01:10:00,Latest update on policy change: authorities confirm new info.,news,neutral,en,0,43,7,12,0
637,2024-03-11 15:48:00,Missed my mom today. 💪,personal_update,neutral,en,1,55,9,15,0
1270,2023-09-28 00:07:00,Report: weather alert could affect small businesses.,news,positive,en,0,105,31,20,0
186,2023-09-30 04:44:00,Use code BUNDLE for free shipping on coffee maker.,promotion,neutral,hi,1,3,1,0,0
4350,2023-01-22 08:01:00,The coffee maker design is sleek but camera needs work.,product_feedback,positive,en,0,52,10,6,0
3180,2023-01-22 09:48:00,The sneakers design is sleek but camera needs work.,product_feedback,neutral,en,0,14,5,2,0
3455,2023-01-31 20:34:00,Missed my sister today. 😅,personal_update,negative,en,0,54,15,11,0
1798,2023-10-12 22:59:00,Me: I’ll sleep early. Also me at 3am: 🔥,meme_joke,positive,es,0,36,8,8,0
2980,2023-09-09 00:04:00,Feeling excited today! 😅 #Breaking,personal_update,neutral,de,0,31,6,1,0
1442,2023-12-03 21:47:00,Photos from charity run are up—tag yourself!,event,neutral,es,0,96,29,13,0
3428,2025-05-25 22:29:00,Record broken: M. Khan sets new high for aces.,sports,negative,hi,0,36,4,7,0
4875,2023-03-19 02:11:00,FLASH SALE: smartwatch at 30% off. Limited time! #Event,promotion,neutral,en,1,30,9,3,0
1536,2024-01-08 11:15:00,Exclusive: coffee maker bundle for $246!,promotion,neutral,en,1,10,2,0,0
3444,2024-05-08 22:33:00,Public health update: data breach cases rising in New York.,health_wellness,positive,en,1,10,2,2,0
1274,2023-11-09 13:28:00,Rally at London calling for tax policy reform.,politics,negative,en,0,66,12,9,0
2468,2023-05-01 15:03:00,This cat has more confidence than me 🙌,meme_joke,positive,hi,1,33,5,3,0
608,2024-10-24 21:31:00,Weekend vibes at the Delhi! 🥲,personal_update,negative,fr,0,12,4,2,0
3514,2023-04-26 00:50:00,Just had tacos with friends. So good! 🙌,personal_update,neutral,en,1,49,18,11,0
1713,2023-10-09 18:24:00,Meetup at Sydney for tech summit. RSVP below.,event,positive,en,0,35,6,4,0
2200,2025-03-11 17:31:00,Photos from book club are up—tag yourself!,event,neutral,en,1,44,9,2,0
956,2024-12-10 20:42:00,Loving the new Globex headphones! Battery lasts all day.,product_feedback,negative,hi,0,30,5,4,0
